Commitments ,Main Category ,Additional Category [1],Additional Category [2],Additional Category [3],Additional Category [4],Policy , Source Heading ,Time Specified ,Political Party ,abbr
"आदिवासीहरुको भाषा, संस्कृति, ज्ञान, सिप लगायत सामुदायिक मुल्य मान्यताहरुलाई संरक्षण र सम्बद्धन गरिने छ ।",Indigenous rights,Protection of indigenous culture & practices,N/A ,N/A ,N/A ,No ,आदिवासी जनजातिको अधिकार: स्वायत्तता र अग्राधिकारः,No ,CPNUML,IR
दुर्गम तथा कर्णाली लगायतका पिछडिएका क्षेत्रहरुको स्थानिय तहहरुलाई विशेष क्षेत्रको रुपमा सञ्चालन गर्न जोड दिइनेछ ।,Indigenous rights,N/A ,N/A ,N/A ,N/A ,No ,आदिवासी जनजातिको अधिकार: स्वायत्तता र अग्राधिकारः,No ,CPNUML,IR
"सहिद परिवार, वेपत्ता योद्धा परिवार, घाइते, अपाङ्गता भएका व्यक्तिहरुको सम्मान, संरक्षण, स्वास्थ उपचार, शिक्षा, सिप विकास, रोजगार र पुर्नस्थापनालगायतका कार्यक्रमहरुमा विशेष प्राथमिकता दिइने छ ।",Martyr,Family of missing soldier,"Education, skills development, employment and rehabilitation",N/A ,N/A ,No ,जनयुद्धकालिन सहिद र वेपत्ता योद्धाः हाम्रो गौरवपूर्ण महानताः,No ,CPNUML,MY
"स्थानीय तहलाई न्यायिक अधिकारसमेतको व्यवस्था भएको स्थितिमा निष्पक्ष, स्वतन्त्र, जनउत्तरदायी र छिटोछरितो न्याय सेवा प्रदान गर्ने व्यवस्था गरिने छ ।",Judiciary,Judicial authority to the local level provision,N/A ,N/A ,N/A ,No ,न्याय क्षेत्रः निष्पक्ष र जनउत्तरदायी न्यायसेवाः,No ,CPNUML,JU
जनयुद्धकालिन मुद्धहरुलाई मेलमिलापद्वारा समाधान गर्न जोड दिइनेछ । स्थानीय स्तरमा मेलमिलाप केन्द्रहरु स्थापना गरी मुद्दाहरुलाई जनस्तरमा नै मेलमिलाप गर्नका लागि जोड दिइने छ ।,Judiciary,Civil war reconciliation ,Reconciliation centers at the local level,N/A ,N/A ,No ,न्याय क्षेत्रः निष्पक्ष र जनउत्तरदायी न्यायसेवाः,No ,CPNUML,JU
"शान्ति सुरक्षाको व्यवस्था स्थानीय तहलाई क्षेत्राधिकार तोकिएको छ । अतः शान्ति सुरक्षालाई प्रभावकारी बनाउन, चुस्त प्रहरी निकायको गठनका साथै सुरक्षामा जनसहभागितामूलक नीतिलाई अवलम्वन गरिने छ ।",Peace & Security ,N/A ,N/A ,N/A ,N/A ,No ,शान्ति सुरक्षा र जनसहभागिताः,No ,CPNUML,PS
नेपाल भारतबीच तीनतिर खुला सीमाना रहेको छ । खुला सीमानाबाट सीमा अतिक्रमण र जनसांख्यिक अतिक्रमण बढ्दो छ । अतः त्यसलाई नियन्त्रण गर्नका लागि ती खुला सीमाक्षेत्रसँग जोडिएका नगर वा गाउँपालिकाहरुमार्फत् सीमा सुरक्षा र जनसांख्यिक अतिक्रमण हुन नदिने नीति अवलम्बन गरिने छ । सीमावर्ती क्षेत्रका स्थानीय जनता स्वयम्लाई सीमा सुरक्षाको जनआधारको रुपमा विकास गर्न जोड दिइने छ ।,Border encroachment ,Open border infraction,Border security mass base,N/A ,N/A ,No ,सीमा अतिक्रमण र स्वाधीनताको रक्षाः,No ,CPNUML,BE
सूचना संचारलाई पनि स्थानीय तहलाई क्षेत्राधिकार तोकिएको छ । जनमुखी सूचना सञ्चार प्रणालीलाई अवलम्वन गर्न जोड दिइने छ । गाउँ गाउँमा फ्रि वाइफाइको व्यवस्था गरिने छ ।,Communication,Pro Information and Communication System,Free Wi-Fi,N/A ,N/A ,No ,सूचना संचारः जनजागरणको आधारः,No ,CPNUML,CO
युवाहरुको सर्वाङ्गिन विकासको लागि प्रत्येक गाउँ/नगर र वडाहरुमा खेलकुद मैदानको व्यवस्था गरी खेलकुदको विकासको व्यवस्था गरिनेछ ।,Youth,Sports ground in each wards,N/A ,N/A ,N/A ,No ,युवा र खेलकुदः,No ,CPNUML,YO
3,NGO,INGO,N/A ,N/A ,N/A ,No ,गैरसरकारी संस्था र जनसेवाः,No ,CPNUML,NG
जनस्तरमा बनेका जनसेवामुखी संस्थाहरुलाई राज्यको नियन्त्रण र व्यवस्थापनमा सामाजिक सेवामुखी क्षेत्रहरुमा परिचालन गर्ने नीति अवलम्वन गरिने छ ।,NGO,INGO,Social service centre ,N/A ,N/A ,No ,गैरसरकारी संस्था र जनसेवाः,No ,CPNUML,NG
विदेशी दातृ निकायहरुमार्फत् एनजीओ/आइएनजीओहरुले सिधै सहायता लिई खर्च गर्ने व्यवस्थालाई परिवर्तन गरी राज्यको एकद्वार प्रणालीमार्फत् आवश्यकताअनुसार विदेशी अनुदान/सहयोग लिने र खर्च गर्ने व्यवस्था मिलाइने छ ।,NGO,INGO,N/A,N/A,N/A,No ,गैरसरकारी संस्था र जनसेवाः,No ,CPNUML,NG
प्रत्येक स्थानीय तहले कम्तिमा १५ शैयाको अस्पतालको व्यवस्था गर्ने छ । ,Education ,Health,Local Government ,15-bed hospital in rural level,N/A ,No ,शिक्षा र स्वास्थ्य राज्यको दायित्वः,No ,CPNUML,ED
प्रत्येक वडाहरुमा दक्ष जनशक्तिसहितको स्वास्थ्य चौकीको व्यवस्था गरिने छ ।,Education ,Health,One health post in each ward ,N/A ,N/A ,No ,शिक्षा र स्वास्थ्य राज्यको दायित्वः,No ,CPNUML,ED
स्वस्थ पिउने पानी तथा सरसफाइको व्यवस्था सुनिश्चित गरिनेछ ।,Education ,Health,Drinking water and sanitation,N/A ,N/A ,No ,शिक्षा र स्वास्थ्य राज्यको दायित्वः,No ,CPNUML,ED
आज मुलुकमाखाद्यान्नको अभावले कतिपय ग्रामीण क्षेत्रहरुमा भोकमरी हुने गरिरहेको छ ।,Food,Shelter,N/A ,N/A ,N/A ,No ,खाद्य तथा आवास राज्यको दायित्वः,No ,CPNUML,FO
"सुकुम्वासीहरुको निम्ति आवासको व्यवस्था भइरहेको छैन खेती मजदुर, हलि गोठाला, कमैया, वादी समुदाय लगायतका श्रमिकहरुको वसोवास र रोजीरोटीको सुनिश्चिता भइरहेको छैन । अतः उनीहरुको लागि खाद्यान्न, आवास तथा रोजीरोटीको व्यवस्था राज्यद्वारा नै सुनिश्चित गरिने छ ।",Food,Shelter,N/A ,N/A ,N/A ,No ,खाद्य तथा आवास राज्यको दायित्वः,No ,CPNUML,FO
"समाज कल्याणको क्षेत्रमा सुत्केरी महिला र बच्चाको निम्ति भत्ताको व्यवस्था, रोजगारको सुनिश्चितता, रोजगारको व्यवस्था युवाहरुलाई नहुँदासम्म वेरोजगार भत्ताको व्यवस्था, एकल महिला र ६० बर्ष उमेर पुगेकाहरुलाई निवृत्तिको व्यवस्था गरिने छ । अपाङ्गता भएका व्यक्तिहरुको सन्दर्भमा खाद्यान्न, आवास, संरक्षण तथा पुर्नस्थापनाको व्यवस्था राज्यद्वारा गरिने व्यवस्था सुनिश्चित गरिने छ ।",Social welfare,Allowance for pregnant women and children,Retirement provision for 60 years old,"Food, housing, conservation and rehabilitation to person with disabilities",N/A ,No ,समाज कल्याण र राज्यको दायित्वः,No ,CPNUML,SW
"सामाजिक न्यायको क्षेत्रमा सामाजिक रुपले विगतमा उत्पीडनमा पर्दै आइरहेका महिला, दलित, मुस्लिम, अपाङ्गता भएका व्यक्तिहरुलाई सामाजिक, आर्थिक, राजनीतिक क्षेत्र लगायत सबै क्षेत्रमा विशेषाधिकारको व्यवस्था गरिने छ ।",Social justice,N/A ,N/A ,N/A ,N/A ,No ,सामाजिक न्याय र विशेष अधिकारः,No ,CPNUML,SJ
"लैंगिक उत्पीडनको अन्त्य गरिने छ । दाइजो, छाउपडी, बोक्सी प्रथाको अन्त्य गरिनेछ । ",Social justice,Sexual harassment,N/A ,N/A ,N/A ,No ,सामाजिक न्याय र विशेष अधिकारः,No ,CPNUML,SJ
हिंसा पीडित महिलाहरुको पुर्नस्थापना केन्द्रहरु खोलिने छ ।,Social justice,Rehabilitation center for women victims of violence,N/A ,N/A ,N/A ,No ,सामाजिक न्याय र विशेष अधिकारः,No ,CPNUML,SJ
व्यवसाय गर्न चाहने महिलाहरुको लागि आवश्यक शैक्षिक प्रमाणपत्रको आधारमा विना धितो ऋण दिने व्यवस्था गरिने छ ।,Social justice,Loans without collateral on the basis of academic certificates,N/A ,N/A ,N/A ,No ,सामाजिक न्याय र विशेष अधिकारः,No ,CPNUML,SJ
दलितहरु माथिको छुवाछुत प्रथालाई दण्डनीय बनाइने छ । बालविवाहलाई दण्डनीय बनाइने छ ।,Social justice,Discrimination is punishable,Child marriage is punishable,N/A ,N/A ,No ,सामाजिक न्याय र विशेष अधिकारः,No ,CPNUML,SJ
छात्राहरुको निम्ति आत्मरक्षाको शारीरिक शिक्षाको कार्यक्रम पनि संचालन गरिने छ ।,Social justice,Self-defense and physical education program to girls,N/A ,N/A ,N/A ,No ,सामाजिक न्याय र विशेष अधिकारः,No ,CPNUML,SJ
प्रत्येक वडामा शिशु स्याहार केन्द्र स्थापना गरिनेछ ।,Social justice,Wards for child care center,N/A ,N/A ,N/A ,No ,सामाजिक न्याय र विशेष अधिकारः,No ,CPNUML,SJ
"आदिवासी जनजाति, मधेशी र पिछडिएका क्षेत्रका समुदायको हकमा जमिन, जंगल र जलस्रोतमाथि अग्राधिकार कायम गर्दै त्यसको सञ्चालन र प्रयोग तथा उपभोगमा पनि अग्राधिकारको व्यवस्था गरिने छ । ती समुदायहरुको ऐतिहासिक थातथलो तथा सघन वसोवास रहेका राज्यका एकाईहरुमा स्वायत्त शासनको अभ्यास गरिने छ । ",Indigenous rights,Intensive Settlement Development Program,Autonomous practice,N/A ,N/A ,No ,आदिवासी जनजातिको अधिकार: स्वायत्तता र अग्राधिकारः,No ,CPNUML,IR
"राउटे, कुसुण्डा, चेपाङलगायतका लोपोन्मुख अवस्थामा पुगेका समुदायको संरक्षणको लागि संरक्षित क्षेत्रहरुको व्यवस्था गरिने छ ।",Indigenous rights,Protected areas provision for indigenous people,N/A ,N/A ,N/A ,No ,आदिवासी जनजातिको अधिकार: स्वायत्तता र अग्राधिकारः,No ,CPNUML,IR
"आदिवासीहरुको भाषा, संस्कृति, ज्ञान, सिप लगायत सामुदायिक मुल्य मान्यताहरुलाई संरक्षण र सम्बद्धन गरिने छ ।",Indigenous rights,Protection of indigenous culture & practices,N/A ,N/A ,N/A ,No ,आदिवासी जनजातिको अधिकार: स्वायत्तता र अग्राधिकारः,No ,CPNUML,IR
दुर्गम तथा कर्णाली लगायतका पिछडिएका क्षेत्रहरुको स्थानिय तहहरुलाई विशेष क्षेत्रको रुपमा सञ्चालन गर्न जोड दिइनेछ ।,Indigenous rights,N/A ,N/A ,N/A ,N/A ,No ,आदिवासी जनजातिको अधिकार: स्वायत्तता र अग्राधिकारः,No ,CPNUML,IR
प्रत्येक स्थानीय तहले कम्तिमा १५ शैयाको अस्पतालको व्यवस्था गर्ने छ । ,Education ,Health,Local Government ,15-bed hospital in rural level,N/A ,No ,शिक्षा र स्वास्थ्य राज्यको दायित्वः,No ,CPNUML,ED
प्रत्येक वडाहरुमा दक्ष जनशक्तिसहितको स्वास्थ्य चौकीको व्यवस्था गरिने छ ।,Education ,Health,One health post in each ward ,N/A ,N/A ,No ,शिक्षा र स्वास्थ्य राज्यको दायित्वः,No ,CPNUML,ED
स्वस्थ पिउने पानी तथा सरसफाइको व्यवस्था सुनिश्चित गरिनेछ ।,Education ,Health,Drinking water and sanitation,N/A ,N/A ,No ,शिक्षा र स्वास्थ्य राज्यको दायित्वः,No ,CPNUML,ED
आज मुलुकमाखाद्यान्नको अभावले कतिपय ग्रामीण क्षेत्रहरुमा भोकमरी हुने गरिरहेको छ ।,Food,Shelter,N/A ,N/A ,N/A ,No ,खाद्य तथा आवास राज्यको दायित्वः,No ,CPNUML,FO
"सुकुम्वासीहरुको निम्ति आवासको व्यवस्था भइरहेको छैन खेती मजदुर, हलि गोठाला, कमैया, वादी समुदाय लगायतका श्रमिकहरुको वसोवास र रोजीरोटीको सुनिश्चिता भइरहेको छैन । अतः उनीहरुको लागि खाद्यान्न, आवास तथा रोजीरोटीको व्यवस्था राज्यद्वारा नै सुनिश्चित गरिने छ ।",Food,Shelter,N/A ,N/A ,N/A ,No ,खाद्य तथा आवास राज्यको दायित्वः,No ,CPNUML,FO
"समाज कल्याणको क्षेत्रमा सुत्केरी महिला र बच्चाको निम्ति भत्ताको व्यवस्था, रोजगारको सुनिश्चितता, रोजगारको व्यवस्था युवाहरुलाई नहुँदासम्म वेरोजगार भत्ताको व्यवस्था, एकल महिला र ६० बर्ष उमेर पुगेकाहरुलाई निवृत्तिको व्यवस्था गरिने छ । अपाङ्गता भएका व्यक्तिहरुको सन्दर्भमा खाद्यान्न, आवास, संरक्षण तथा पुर्नस्थापनाको व्यवस्था राज्यद्वारा गरिने व्यवस्था सुनिश्चित गरिने छ ।",Social welfare,Allowance for pregnant women and children,Retirement provision for 60 years old,"Food, housing, conservation and rehabilitation to person with disabilities",N/A ,No ,समाज कल्याण र राज्यको दायित्वः,No ,CPNUML,SW
"सामाजिक न्यायको क्षेत्रमा सामाजिक रुपले विगतमा उत्पीडनमा पर्दै आइरहेका महिला, दलित, मुस्लिम, अपाङ्गता भएका व्यक्तिहरुलाई सामाजिक, आर्थिक, राजनीतिक क्षेत्र लगायत सबै क्षेत्रमा विशेषाधिकारको व्यवस्था गरिने छ ।",Social justice,N/A ,N/A ,N/A ,N/A ,No ,सामाजिक न्याय र विशेष अधिकारः,No ,CPNUML,SJ
"लैंगिक उत्पीडनको अन्त्य गरिने छ । दाइजो, छाउपडी, बोक्सी प्रथाको अन्त्य गरिनेछ । ",Social justice,Sexual harassment,N/A ,N/A ,N/A ,No ,सामाजिक न्याय र विशेष अधिकारः,No ,CPNUML,SJ
हिंसा पीडित महिलाहरुको पुर्नस्थापना केन्द्रहरु खोलिने छ ।,Social justice,Rehabilitation center for women victims of violence,N/A ,N/A ,N/A ,No ,सामाजिक न्याय र विशेष अधिकारः,No ,CPNUML,SJ
व्यवसाय गर्न चाहने महिलाहरुको लागि आवश्यक शैक्षिक प्रमाणपत्रको आधारमा विना धितो ऋण दिने व्यवस्था गरिने छ ।,Social justice,Loans without collateral on the basis of academic certificates,N/A ,N/A ,N/A ,No ,सामाजिक न्याय र विशेष अधिकारः,No ,CPNUML,SJ
दलितहरु माथिको छुवाछुत प्रथालाई दण्डनीय बनाइने छ । बालविवाहलाई दण्डनीय बनाइने छ ।,Social justice,Discrimination is punishable,Child marriage is punishable,N/A ,N/A ,No ,सामाजिक न्याय र विशेष अधिकारः,No ,CPNUML,SJ
छात्राहरुको निम्ति आत्मरक्षाको शारीरिक शिक्षाको कार्यक्रम पनि संचालन गरिने छ ।,Social justice,Self-defense and physical education program to girls,N/A ,N/A ,N/A ,No ,सामाजिक न्याय र विशेष अधिकारः,No ,CPNUML,SJ
प्रत्येक वडामा शिशु स्याहार केन्द्र स्थापना गरिनेछ ।,Social justice,Wards for child care center,N/A ,N/A ,N/A ,No ,सामाजिक न्याय र विशेष अधिकारः,No ,CPNUML,SJ
"आदिवासी जनजाति, मधेशी र पिछडिएका क्षेत्रका समुदायको हकमा जमिन, जंगल र जलस्रोतमाथि अग्राधिकार कायम गर्दै त्यसको सञ्चालन र प्रयोग तथा उपभोगमा पनि अग्राधिकारको व्यवस्था गरिने छ । ती समुदायहरुको ऐतिहासिक थातथलो तथा सघन वसोवास रहेका राज्यका एकाईहरुमा स्वायत्त शासनको अभ्यास गरिने छ । ",Indigenous rights,Intensive Settlement Development Program,Autonomous practice,N/A ,N/A ,No ,आदिवासी जनजातिको अधिकार: स्वायत्तता र अग्राधिकारः,No ,CPNUML,IR
"राउटे, कुसुण्डा, चेपाङलगायतका लोपोन्मुख अवस्थामा पुगेका समुदायको संरक्षणको लागि संरक्षित क्षेत्रहरुको व्यवस्था गरिने छ ।",Indigenous rights,Protected areas provision for indigenous people,N/A ,N/A ,N/A ,No ,आदिवासी जनजातिको अधिकार: स्वायत्तता र अग्राधिकारः,No ,CPNUML,IR
"आदिवासीहरुको भाषा, संस्कृति, ज्ञान, सिप लगायत सामुदायिक मुल्य मान्यताहरुलाई संरक्षण र सम्बद्धन गरिने छ ।",Indigenous rights,Protection of indigenous culture & practices,N/A ,N/A ,N/A ,No ,आदिवासी जनजातिको अधिकार: स्वायत्तता र अग्राधिकारः,No ,CPNUML,IR
दुर्गम तथा कर्णाली लगायतका पिछडिएका क्षेत्रहरुको स्थानिय तहहरुलाई विशेष क्षेत्रको रुपमा सञ्चालन गर्न जोड दिइनेछ ।,Indigenous rights,N/A ,N/A ,N/A ,N/A ,No ,आदिवासी जनजातिको अधिकार: स्वायत्तता र अग्राधिकारः,No ,CPNUML,IR
भूकम्पले क्षति पु¥याएका र पुनर्निमाण हुन बाँकी रहेका क्षेत्रहरुमा पुननिर्माणको कार्यक्रमलाई तीव्रता दिइने छ ।,Earthquake & Reconstruction,N/A ,N/A ,N/A ,N/A ,No ,भूकम्प र पुननिर्माणः,No ,CPNUML,ER
पुननिर्माण गर्दा परम्परागत संस्कृतिको संरक्षण गर्दै आधुनिक प्रकारको सघन ग्रामीण वस्तीहरुको विकासमा जोड दिइने छ ।,Earthquake & Reconstruction,Intensive Settlement Development Program,Traditional culture promotion,N/A ,N/A ,No ,भूकम्प र पुननिर्माणः,No ,CPNUML,ER
"वन संरक्षण, भू–संरक्षण, तटवन्धहरुको निर्माण, वृक्षारोपण, जैविक विविधताको संरक्षण र जडिबुटीको संरक्षण र उत्पादन लगायतका कार्यक्रमहरु सञ्चालन गरी हरियाली नेपाल निर्माणमा जोड दिइने छ । त्यस्तैगरी वन्यजन्तुहरुको व्यवस्थितरुपमा संरक्षण गरिने छ ।",Nature conservation,Medicinal herbs protection,Wild life management,N/A ,N/A ,No ,वन संरक्षण र हरियाली नेपालः,No ,CPNUML,NC
"शहरी क्षेत्रमा शहरी विकासको निम्ति अल्पकालिक र दीर्घकालीन योजनाको तर्जुमा गरिने छ । तत्काल शहरी क्षेत्रमा सर्वसुलभ खाने पानीको व्यवस्था, फोहरमैलाको व्यवस्थापन, वायु प्रदूषणको नियन्त्रण, ट्राफिक व्यवस्थापन, अव्यवस्थित वसोवासको व्यवस्था, सुकुम्वासीहरुको वसोवासको व्यवस्था आदि अविलम्व गरिने छ ।",Urban development,Short-term and long-term planning,N/A ,N/A ,N/A ,No ,शहरी विकासः,No ,CPNUML,UD
"दीर्घकालीन रुपमा शहरी क्षेत्रको भू–उपयोग नीति अवलम्वन गरी औद्योगिक क्षेत्र, व्यापारिक क्षेत्र, प्रशासनिक भवनहरु रहने क्षेत्र, शिक्षालयहरु रहने क्षेत्र, अस्पतालहरु रहने क्षेत्र, वसपार्क, खेलकूदका ग्राउण्ड र मनोरञ्जनका हलहरु रहने क्षेत्र, आवास क्षेत्र, फोहरमैला व्यवस्थापन क्षेत्र आदि शहरको लागि अत्यावश्यक पर्ने मुल क्षेत्रहरुको निर्धारण गर्ने र ती क्षेत्रहरुवीच जोड्ने द्रुतमार्गहरु–सडक, मेट्रो लाइन, खानेपानी आपूर्तिको व्यवस्था, विद्युत आपूर्तिको व्यवस्था, शहरको वीच वीचमा खाली जमिन राख्ने र ती खाली जमिनमा हरियाली पार्कहरु बनाउने आदिको दीर्घकालीन बृहत्तर शहरी विकास गुरुयोजनाको तर्जुमा गरिने छ । त्यही गुरुयोजनाको आधारमा पूर्वाधारहरुको निर्माण र विस्तार, सरकारी भवन र आवासहरुको निर्माण र विस्तार, वजार क्षेत्रको विस्तार आदि गरिने छ ।",Urban development,Infrastructure development ,N/A ,N/A ,N/A ,No ,शहरी विकासः,No ,CPNUML,UD
शहरहरुलाई स्मार्ट नमूना शहरको रुपमा विकास र विस्तार गर्न जोड दिइने छ । नमूना शहरहरुको यातायातलाई विद्युतीकरण गरिने छ ।,Urban development,Model smart city,Urban transport electrification,N/A ,N/A ,No ,शहरी विकासः,No ,CPNUML,UD
शहर वा नगरको विकासको लागि औद्योगिक क्षेत्रमा परिणत गर्ने नीति लिइने छ ।,Urban development,N/A ,N/A ,N/A ,N/A ,No ,"शहरीकरणको नमूना, औद्योगिक शहरको परिकल्पनाः",No ,CPNUML,UD
शहरी क्षेत्रमा राष्ट्रिय औद्योगिक पूंँजीवादको विकासमा जोड दिइने छ ।,Urban development,Development of national industrial capitalist,N/A ,N/A ,N/A ,No ,"शहरीकरणको नमूना, औद्योगिक शहरको परिकल्पनाः",No ,CPNUML,UD
"औद्योगिक विकासको लागि स्वदेशी पुँंजीको लगानी, स्वदेशी कच्चा पदार्थ, स्वदेशी श्रम र सीपलाई प्राथमिकता दिइने छ ।",Urban development,Investment of national capital,Local raw materials,N/A ,N/A ,No ,"शहरीकरणको नमूना, औद्योगिक शहरको परिकल्पनाः",No ,CPNUML,UD
औद्योगिक क्षेत्रलाई पूर्णतः विद्युतीकरण गरिने छ ।,Urban development,Industry electrification,N/A ,N/A ,N/A ,No ,"शहरीकरणको नमूना, औद्योगिक शहरको परिकल्पनाः",No ,CPNUML,UD
छात्राहरुको निम्ति आत्मरक्षाको शारीरिक शिक्षाको कार्यक्रम पनि संचालन गरिने छ ।,Social justice,Self-defense and physical education program to girls,N/A ,N/A ,N/A ,No ,सामाजिक न्याय र विशेष अधिकारः,No ,CPNUML,SJ
प्रत्येक वडामा शिशु स्याहार केन्द्र स्थापना गरिनेछ ।,Social justice,Wards for child care center,N/A ,N/A ,N/A ,No ,सामाजिक न्याय र विशेष अधिकारः,No ,CPNUML,SJ
"आदिवासी जनजाति, मधेशी र पिछडिएका क्षेत्रका समुदायको हकमा जमिन, जंगल र जलस्रोतमाथि अग्राधिकार कायम गर्दै त्यसको सञ्चालन र प्रयोग तथा उपभोगमा पनि अग्राधिकारको व्यवस्था गरिने छ । ती समुदायहरुको ऐतिहासिक थातथलो तथा सघन वसोवास रहेका राज्यका एकाईहरुमा स्वायत्त शासनको अभ्यास गरिने छ । ",Indigenous rights,Intensive Settlement Development Program,Autonomous practice,N/A ,N/A ,No ,आदिवासी जनजातिको अधिकार: स्वायत्तता र अग्राधिकारः,No ,CPNUML,IR
"राउटे, कुसुण्डा, चेपाङलगायतका लोपोन्मुख अवस्थामा पुगेका समुदायको संरक्षणको लागि संरक्षित क्षेत्रहरुको व्यवस्था गरिने छ ।",Indigenous rights,Protected areas provision for indigenous people,N/A ,N/A ,N/A ,No ,आदिवासी जनजातिको अधिकार: स्वायत्तता र अग्राधिकारः,No ,CPNUML,IR
"आदिवासीहरुको भाषा, संस्कृति, ज्ञान, सिप लगायत सामुदायिक मुल्य मान्यताहरुलाई संरक्षण र सम्बद्धन गरिने छ ।",Indigenous rights,Protection of indigenous culture & practices,N/A ,N/A ,N/A ,No ,आदिवासी जनजातिको अधिकार: स्वायत्तता र अग्राधिकारः,No ,CPNUML,IR
दुर्गम तथा कर्णाली लगायतका पिछडिएका क्षेत्रहरुको स्थानिय तहहरुलाई विशेष क्षेत्रको रुपमा सञ्चालन गर्न जोड दिइनेछ ।,Indigenous rights,N/A ,N/A ,N/A ,N/A ,No ,आदिवासी जनजातिको अधिकार: स्वायत्तता र अग्राधिकारः,No ,CPNUML,IR
प्रत्येक स्थानीय तहले कम्तिमा १५ शैयाको अस्पतालको व्यवस्था गर्ने छ । ,Education ,Health,Local Government ,15-bed hospital in rural level,N/A ,No ,शिक्षा र स्वास्थ्य राज्यको दायित्वः,No ,CPNUML,ED
प्रत्येक वडाहरुमा दक्ष जनशक्तिसहितको स्वास्थ्य चौकीको व्यवस्था गरिने छ ।,Education ,Health,One health post in each ward ,N/A ,N/A ,No ,शिक्षा र स्वास्थ्य राज्यको दायित्वः,No ,CPNUML,ED
स्वस्थ पिउने पानी तथा सरसफाइको व्यवस्था सुनिश्चित गरिनेछ ।,Education ,Health,Drinking water and sanitation,N/A ,N/A ,No ,शिक्षा र स्वास्थ्य राज्यको दायित्वः,No ,CPNUML,ED
आज मुलुकमाखाद्यान्नको अभावले कतिपय ग्रामीण क्षेत्रहरुमा भोकमरी हुने गरिरहेको छ ।,Food,Shelter,N/A ,N/A ,N/A ,No ,खाद्य तथा आवास राज्यको दायित्वः,No ,CPNUML,FO
"सुकुम्वासीहरुको निम्ति आवासको व्यवस्था भइरहेको छैन खेती मजदुर, हलि गोठाला, कमैया, वादी समुदाय लगायतका श्रमिकहरुको वसोवास र रोजीरोटीको सुनिश्चिता भइरहेको छैन । अतः उनीहरुको लागि खाद्यान्न, आवास तथा रोजीरोटीको व्यवस्था राज्यद्वारा नै सुनिश्चित गरिने छ ।",Food,Shelter,N/A ,N/A ,N/A ,No ,खाद्य तथा आवास राज्यको दायित्वः,No ,CPNUML,FO
"समाज कल्याणको क्षेत्रमा सुत्केरी महिला र बच्चाको निम्ति भत्ताको व्यवस्था, रोजगारको सुनिश्चितता, रोजगारको व्यवस्था युवाहरुलाई नहुँदासम्म वेरोजगार भत्ताको व्यवस्था, एकल महिला र ६० बर्ष उमेर पुगेकाहरुलाई निवृत्तिको व्यवस्था गरिने छ । अपाङ्गता भएका व्यक्तिहरुको सन्दर्भमा खाद्यान्न, आवास, संरक्षण तथा पुर्नस्थापनाको व्यवस्था राज्यद्वारा गरिने व्यवस्था सुनिश्चित गरिने छ ।",Social welfare,Allowance for pregnant women and children,Retirement provision for 60 years old,"Food, housing, conservation and rehabilitation to person with disabilities",N/A ,No ,समाज कल्याण र राज्यको दायित्वः,No ,CPNUML,SW
"सामाजिक न्यायको क्षेत्रमा सामाजिक रुपले विगतमा उत्पीडनमा पर्दै आइरहेका महिला, दलित, मुस्लिम, अपाङ्गता भएका व्यक्तिहरुलाई सामाजिक, आर्थिक, राजनीतिक क्षेत्र लगायत सबै क्षेत्रमा विशेषाधिकारको व्यवस्था गरिने छ ।",Social justice,N/A ,N/A ,N/A ,N/A ,No ,सामाजिक न्याय र विशेष अधिकारः,No ,CPNUML,SJ
"लैंगिक उत्पीडनको अन्त्य गरिने छ । दाइजो, छाउपडी, बोक्सी प्रथाको अन्त्य गरिनेछ । ",Social justice,Sexual harassment,N/A ,N/A ,N/A ,No ,सामाजिक न्याय र विशेष अधिकारः,No ,CPNUML,SJ
हिंसा पीडित महिलाहरुको पुर्नस्थापना केन्द्रहरु खोलिने छ ।,Social justice,Rehabilitation center for women victims of violence,N/A ,N/A ,N/A ,No ,सामाजिक न्याय र विशेष अधिकारः,No ,CPNUML,SJ
व्यवसाय गर्न चाहने महिलाहरुको लागि आवश्यक शैक्षिक प्रमाणपत्रको आधारमा विना धितो ऋण दिने व्यवस्था गरिने छ ।,Social justice,Loans without collateral on the basis of academic certificates,N/A ,N/A ,N/A ,No ,सामाजिक न्याय र विशेष अधिकारः,No ,CPNUML,SJ
दलितहरु माथिको छुवाछुत प्रथालाई दण्डनीय बनाइने छ । बालविवाहलाई दण्डनीय बनाइने छ ।,Social justice,Discrimination is punishable,Child marriage is punishable,N/A ,N/A ,No ,सामाजिक न्याय र विशेष अधिकारः,No ,CPNUML,SJ
छात्राहरुको निम्ति आत्मरक्षाको शारीरिक शिक्षाको कार्यक्रम पनि संचालन गरिने छ ।,Social justice,Self-defense and physical education program to girls,N/A ,N/A ,N/A ,No ,सामाजिक न्याय र विशेष अधिकारः,No ,CPNUML,SJ
प्रत्येक वडामा शिशु स्याहार केन्द्र स्थापना गरिनेछ ।,Social justice,Wards for child care center,N/A ,N/A ,N/A ,No ,सामाजिक न्याय र विशेष अधिकारः,No ,CPNUML,SJ
